Date,stepstone,indeed,jobbörse,arbeitsamt,bewerbung
2018-12-16,49.04819277108434,93.8235294117647,31.95505617977528,34.78260869565217,39.49253731343284
2018-12-23,31.590361445783135,61.41176470588235,18.640449438202246,23.652173913043477,21.62686567164179
2018-12-30,54.036144578313255,136.47058823529412,32.84269662921348,29.217391304347824,39.49253731343284
2019-01-06,73.98795180722891,168.88235294117646,46.157303370786515,40.34782608695652,65.82089552238806
2019-01-13,73.98795180722891,160.35294117647058,45.26966292134831,38.95652173913044,63.94029850746269
2019-01-20,68.16867469879519,162.05882352941177,47.93258426966292,41.04347826086956,63.0
2019-01-27,69.0,167.17647058823528,45.26966292134831,44.52173913043478,63.0
2019-02-03,67.33734939759036,163.76470588235293,45.26966292134831,39.65217391304348,59.23880597014926
2019-02-10,73.98795180722891,158.6470588235294,46.157303370786515,37.565217391304344,59.23880597014926
2019-02-17,70.66265060240964,167.17647058823528,45.26966292134831,36.17391304347826,58.29850746268657
2019-02-24,65.67469879518072,146.70588235294116,43.49438202247191,40.34782608695652,55.47761194029851
2019-03-03,66.50602409638554,136.47058823529412,41.7191011235955,34.78260869565217,53.59701492537314
2019-03-10,67.33734939759036,136.47058823529412,41.7191011235955,36.17391304347826,52.65671641791045
2019-03-17,73.1566265060241,134.76470588235293,41.7191011235955,35.47826086956522,50.776119402985074
2019-03-24,67.33734939759036,139.88235294117646,43.49438202247191,40.34782608695652,52.65671641791045
2019-03-31,63.18072289156627,127.94117647058823,41.7191011235955,39.65217391304348,48.8955223880597
2019-04-07,64.01204819277109,126.23529411764706,40.8314606741573,34.78260869565217,50.776119402985074
2019-04-14,55.69879518072289,98.94117647058823,32.84269662921348,27.130434782608695,41.37313432835821
2019-04-21,57.36144578313253,116.0,34.61797752808989,28.52173913043478,40.43283582089553
2019-04-28,59.02409638554217,121.11764705882352,34.61797752808989,32.0,45.13432835820896
2019-05-05,65.67469879518072,150.11764705882354,39.9438202247191,34.08695652173913,49.83582089552239
2019-05-12,62.34939759036145,145.0,37.28089887640449,33.391304347826086,50.776119402985074
2019-05-19,65.67469879518072,141.58823529411765,35.50561797752809,33.391304347826086,51.71641791044777
2019-05-26,53.204819277108435,129.64705882352942,30.179775280898873,33.391304347826086,45.13432835820896
2019-06-02,59.855421686746986,136.47058823529412,35.50561797752809,37.565217391304344,47.95522388059702
2019-06-09,55.69879518072289,126.23529411764706,31.06741573033708,29.913043478260867,47.95522388059702
2019-06-16,57.36144578313253,126.23529411764706,31.06741573033708,34.08695652173913,49.83582089552239
2019-06-23,60.68674698795181,124.52941176470588,33.73033707865169,39.65217391304348,52.65671641791045
2019-06-30,59.855421686746986,124.52941176470588,35.50561797752809,42.43478260869565,58.29850746268657
2019-07-07,61.51807228915663,138.17647058823528,36.39325842696629,41.04347826086956,66.76119402985076
2019-07-14,60.68674698795181,134.76470588235293,35.50561797752809,40.34782608695652,54.53731343283582
2019-07-21,54.867469879518076,126.23529411764706,32.84269662921348,33.391304347826086,50.776119402985074
2019-07-28,53.204819277108435,119.41176470588235,33.73033707865169,43.130434782608695,45.13432835820896
2019-08-04,54.867469879518076,126.23529411764706,33.73033707865169,36.869565217391305,48.8955223880597
2019-08-11,56.53012048192771,139.88235294117646,35.50561797752809,36.17391304347826,49.83582089552239
2019-08-18,58.19277108433735,143.2941176470588,35.50561797752809,36.869565217391305,51.71641791044777
2019-08-25,56.53012048192771,136.47058823529412,35.50561797752809,39.65217391304348,52.65671641791045
2019-09-01,56.53012048192771,131.35294117647058,35.50561797752809,39.65217391304348,47.95522388059702
2019-09-08,56.53012048192771,138.17647058823528,38.168539325842694,38.95652173913044,53.59701492537314
2019-09-15,55.69879518072289,138.17647058823528,33.73033707865169,39.65217391304348,52.65671641791045
2019-09-22,54.867469879518076,143.2941176470588,36.39325842696629,49.391304347826086,56.417910447761194
2019-09-29,51.54216867469879,127.94117647058823,31.06741573033708,47.30434782608695,47.95522388059702
2019-10-06,58.19277108433735,150.11764705882354,34.61797752808989,41.04347826086956,47.95522388059702
2019-10-13,59.02409638554217,153.52941176470588,35.50561797752809,38.26086956521739,47.01492537313433
2019-10-20,59.855421686746986,170.58823529411765,34.61797752808989,36.869565217391305,48.8955223880597
2019-10-27,52.373493975903614,143.2941176470588,30.179775280898873,34.78260869565217,43.25373134328358
2019-11-03,54.036144578313255,165.47058823529412,32.84269662921348,39.65217391304348,50.776119402985074
2019-11-10,57.36144578313253,165.47058823529412,33.73033707865169,37.565217391304344,46.07462686567165
2019-11-17,58.19277108433735,167.17647058823528,31.95505617977528,34.78260869565217,47.01492537313433
2019-11-24,49.87951807228916,150.11764705882354,31.06741573033708,37.565217391304344,42.3134328358209
2019-12-01,51.05168674698795,139.36449579831933,32.14697843911327,37.52860411899313,43.547574626865675
2019-12-08,50.31180722891566,133.78991596638653,30.227755845733373,32.274599542334094,40.86772388059701
2019-12-15,48.09216867469879,120.78256302521007,27.828727604008503,36.77803203661327,37.517910447761196
2019-12-22,25.89578313253012,76.1859243697479,14.8739750986942,22.517162471395878,20.098880597014926
2019-12-29,37.73385542168675,107.7752100840336,24.949893713938657,28.521739130434778,32.158208955223884
2020-01-05,63.62963855421687,169.09558823529412,37.90464621925296,46.535469107551485,56.276865671641794
2020-01-12,61.41,174.67016806722688,37.42484057090799,51.03890160183066,60.29664179104478
2020-01-19,61.41,167.23739495798318,37.42484057090799,48.78718535469107,56.276865671641794
2020-01-26,64.36951807228915,165.37920168067225,35.98542362587306,52.54004576659038,58.28675373134328
2020-02-02,65.84927710843374,185.81932773109241,36.46522927421804,43.53318077803203,51.58712686567164
2020-02-09,65.84927710843374,174.67016806722688,35.50561797752809,38.27917620137299,51.58712686567164
2020-02-16,69.54867469879518,183.96113445378148,35.50561797752809,39.78032036613272,53.59701492537313
2020-02-23,63.62963855421687,157.94642857142856,33.10658973580322,39.78032036613272,48.23731343283582
2020-03-01,64.36951807228915,163.52100840336132,33.58639538414819,39.78032036613272,48.23731343283582
2020-03-08,58.45048192771084,139.36449579831933,29.268144549043427,38.27917620137299,41.53768656716418
2020-03-15,36.25409638554217,94.76785714285714,18.712420285453994,75.05720823798626,28.138432835820897
2020-03-22,38.473734939759034,102.20063025210084,21.111448527178865,59.295194508009146,29.478358208955225
2020-03-29,39.213614457831326,104.05882352941175,21.111448527178865,49.53775743707093,30.14832089552239
2020-04-05,35.51421686746988,81.76050420168066,18.712420285453994,27.771167048054917,25.458582089552237
2020-04-12,39.213614457831326,94.76785714285714,20.63164287883389,28.521739130434778,28.138432835820897
2020-04-19,39.95349397590361,100.3424369747899,22.550865472213786,36.77803203661327,34.16809701492537
2020-04-26,42.17313253012048,100.3424369747899,23.510476768903736,33.77574370709382,33.49813432835821
2020-05-03,45.872530120481926,107.7752100840336,24.470088065593682,38.27917620137299,38.187873134328356
2020-05-10,47.352289156626505,115.2079831932773,26.869116307318556,40.53089244851258,42.87761194029851
2020-05-17,42.91301204819277,104.05882352941175,24.949893713938657,30.77345537757437,37.517910447761196
2020-05-24,47.352289156626505,122.640756302521,28.308533252353477,39.78032036613272,42.20764925373134
2020-05-31,41.43325301204819,107.7752100840336,25.909505010628607,31.52402745995423,41.53768656716418
2020-06-07,45.872530120481926,117.06617647058823,26.869116307318556,29.272311212814643,44.217537313432835
2020-06-14,51.05168674698795,120.78256302521007,29.7479501973884,35.276887871853546,46.22742537313433
2020-06-21,48.09216867469879,117.06617647058823,29.7479501973884,33.77574370709382,45.55746268656716
2020-06-28,54.7510843373494,128.21533613445376,32.14697843911327,41.28146453089244,54.936940298507466
2020-07-05,51.79156626506024,124.49894957983192,32.62678408745825,33.77574370709382,53.59701492537313
2020-07-12,54.7510843373494,128.21533613445376,31.667172790768298,36.02745995423341,53.59701492537313
2020-07-19,49.57192771084337,120.78256302521007,29.268144549043427,33.025171624713956,48.23731343283582
2020-07-26,51.05168674698795,115.2079831932773,27.828727604008503,34.52631578947368,46.22742537313433
2020-08-02,49.57192771084337,117.06617647058823,26.869116307318556,31.52402745995423,44.8875
2020-08-09,50.31180722891566,128.21533613445376,25.909505010628607,27.020594965675055,46.89738805970149
2020-08-16,52.531445783132526,139.36449579831933,28.788338900698452,32.274599542334094,64.98638059701493
2020-08-23,50.31180722891566,139.36449579831933,30.227755845733373,33.025171624713956,56.946828358208954
2020-08-30,51.05168674698795,152.3718487394958,32.14697843911327,35.276887871853546,52.92705223880597
2020-09-06,52.531445783132526,157.94642857142856,31.667172790768298,27.771167048054917,54.936940298507466
2020-09-13,51.79156626506024,152.3718487394958,30.227755845733373,32.274599542334094,50.247201492537314
2020-09-20,59.19036144578313,150.51365546218486,32.14697843911327,30.77345537757437,52.2570895522388
2020-09-27,56.97072289156626,152.3718487394958,30.707561494078348,35.276887871853546,49.57723880597015
2020-10-04,57.710602409638554,144.9390756302521,30.227755845733373,32.274599542334094,45.55746268656716
2020-10-11,55.49096385542168,141.22268907563023,30.227755845733373,27.020594965675055,44.217537313432835
2020-10-18,54.011204819277104,135.64810924369746,29.268144549043427,27.771167048054917,42.87761194029851
2020-10-25,50.31180722891566,130.0735294117647,27.828727604008503,31.52402745995423,42.87761194029851
2020-11-01,50.31180722891566,122.640756302521,25.429699362283632,27.771167048054917,38.857835820895524
2020-11-08,52.531445783132526,141.22268907563023,30.707561494078348,27.771167048054917,44.217537313432835
2020-11-15,51.79156626506024,131.93172268907563,27.348921955663528,25.51945080091533,42.20764925373134
2020-11-22,46.61240963855422,120.78256302521007,25.429699362283632,25.51945080091533,38.187873134328356
2020-11-29,47.352289156626505,122.640756302521,25.429699362283632,27.771167048054917,38.857835820895524
2020-12-06,42.17313253012048,105.91701680672269,23.510476768903736,24.768878718535465,34.83805970149254
2020-12-13,36.993975903614455,85.47689075630251,19.67203158214394,23.267734553775743,32.828171641791045
2020-12-20,30.335060240963855,72.46953781512605,13.914363802004251,18.013729977116704,20.098880597014926
2020-12-27,36.993975903614455,81.76050420168066,15.353780747039174,18.764302059496565,25.458582089552237
2021-01-03,54.011204819277104,124.49894957983192,26.38931065897358,27.020594965675055,41.53768656716418
2021-01-10,52.531445783132526,124.49894957983192,25.909505010628607,27.771167048054917,47.56735074626866
2021-01-17,54.7510843373494,130.0735294117647,26.38931065897358,27.771167048054917,48.23731343283582
2021-01-24,51.79156626506024,128.21533613445376,27.348921955663528,32.274599542334094,47.56735074626866
2021-01-31,51.05168674698795,128.21533613445376,26.869116307318556,33.025171624713956,48.23731343283582
2021-02-07,47.352289156626505,115.2079831932773,23.99028241724871,24.768878718535465,42.87761194029851
2021-02-14,51.05168674698795,128.21533613445376,25.909505010628607,27.020594965675055,45.55746268656716
2021-02-21,51.79156626506024,128.21533613445376,26.869116307318556,25.51945080091533,45.55746268656716
2021-02-28,53.27132530120482,135.64810924369746,26.38931065897358,28.521739130434778,43.547574626865675
2021-03-07,47.352289156626505,135.64810924369746,25.429699362283632,24.018306636155604,42.20764925373134
2021-03-14,47.352289156626505,131.93172268907563,25.909505010628607,25.51945080091533,42.87761194029851
2021-03-21,44.39277108433735,122.640756302521,23.510476768903736,26.27002288329519,38.857835820895524
2021-03-28,41.43325301204819,100.3424369747899,20.151837230488916,23.267734553775743,33.49813432835821
2021-04-04,42.91301204819277,109.63340336134453,20.63164287883389,21.766590389016017,33.49813432835821
2021-04-11,47.352289156626505,122.640756302521,24.949893713938657,22.517162471395878,39.527798507462684
2021-04-18,48.09216867469879,117.06617647058823,23.510476768903736,22.517162471395878,38.857835820895524
2021-04-25,54.7510843373494,118.92436974789915,23.03067112055876,24.768878718535465,38.857835820895524
2021-05-02,45.872530120481926,111.49159663865545,23.510476768903736,23.267734553775743,37.517910447761196
2021-05-09,39.213614457831326,102.20063025210084,19.67203158214394,18.764302059496565,32.828171641791045
2021-05-16,45.13265060240964,113.34978991596638,23.03067112055876,21.766590389016017,37.517910447761196
2021-05-23,42.91301204819277,107.7752100840336,20.151837230488916,20.26544622425629,36.84794776119403
2021-05-30,41.43325301204819,96.62605042016806,19.67203158214394,21.766590389016017,34.16809701492537
2021-06-06,45.13265060240964,117.06617647058823,22.550865472213786,22.517162471395878,37.517910447761196
2021-06-13,41.43325301204819,102.20063025210084,21.59125417552384,24.018306636155604,32.158208955223884
2021-06-20,42.91301204819277,118.92436974789915,23.510476768903736,24.768878718535465,37.517910447761196
2021-06-27,45.872530120481926,120.78256302521007,22.550865472213786,27.771167048054917,37.517910447761196
2021-07-04,47.352289156626505,107.7752100840336,23.510476768903736,27.020594965675055,40.86772388059701
2021-07-11,43.65289156626506,107.7752100840336,22.550865472213786,25.51945080091533,40.19776119402985
2021-07-18,45.13265060240964,105.91701680672269,22.550865472213786,25.51945080091533,37.517910447761196
2021-07-25,45.13265060240964,107.7752100840336,21.111448527178865,25.51945080091533,39.527798507462684
2021-08-01,45.872530120481926,105.91701680672269,21.111448527178865,27.020594965675055,37.517910447761196
2021-08-08,42.91301204819277,104.05882352941175,20.151837230488916,24.018306636155604,36.17798507462687
2021-08-15,45.872530120481926,115.2079831932773,22.07105982386881,24.018306636155604,36.84794776119403
2021-08-22,48.83204819277108,115.2079831932773,20.151837230488916,28.521739130434778,36.17798507462687
2021-08-29,48.83204819277108,113.34978991596638,23.510476768903736,31.52402745995423,38.187873134328356
2021-09-05,48.83204819277108,117.06617647058823,23.03067112055876,24.768878718535465,40.86772388059701
2021-09-12,53.27132530120482,131.93172268907563,23.510476768903736,26.27002288329519,44.217537313432835
2021-09-19,51.05168674698795,126.35714285714285,23.510476768903736,27.020594965675055,39.527798507462684
2021-09-26,51.79156626506024,124.49894957983192,23.99028241724871,28.521739130434778,39.527798507462684
2021-10-03,54.7510843373494,133.78991596638653,23.510476768903736,25.51945080091533,40.19776119402985
2021-10-10,59.19036144578313,130.0735294117647,23.03067112055876,27.020594965675055,40.19776119402985
2021-10-17,60.67012048192771,126.35714285714285,22.550865472213786,27.771167048054917,38.857835820895524
2021-10-24,60.67012048192771,122.640756302521,22.07105982386881,24.768878718535465,38.857835820895524
2021-10-31,52.531445783132526,111.49159663865545,19.67203158214394,25.51945080091533,36.17798507462687
2021-11-07,52.531445783132526,117.06617647058823,20.151837230488916,26.27002288329519,37.517910447761196
2021-11-14,54.7510843373494,113.34978991596638,20.63164287883389,23.267734553775743,36.17798507462687
2021-11-21,48.09216867469879,100.3424369747899,15.833586395384149,23.267734553775743,32.158208955223884
2021-11-28,53.27132530120482,105.91701680672269,16.793197692074095,24.768878718535465,34.83805970149254
2021-12-05,51.05168674698795,107.7752100840336,16.793197692074095,23.267734553775743,32.158208955223884
2021-12-12,48.83204819277108,100.3424369747899,19.192225933798966,26.27002288329519,33.49813432835821
2021-12-19,44.39277108433735,83.61869747899159,12.954752505314303,21.016018306636152,24.788619402985073
2021-12-26,42.91301204819277,87.33508403361344,13.914363802004251,20.26544622425629,26.1285447761194
2022-01-02,56.230843373493975,128.21533613445376,19.192225933798966,27.020594965675055,46.22742537313433
2022-01-09,60.67012048192771,139.36449579831933,19.67203158214394,27.771167048054917,52.2570895522388
2022-01-16,54.7510843373494,137.5063025210084,20.151837230488916,26.27002288329519,47.56735074626866
2022-01-23,59.93024096385542,133.78991596638653,18.712420285453994,26.27002288329519,50.247201492537314
2022-01-30,57.710602409638554,146.79726890756302,21.111448527178865,29.272311212814643,52.92705223880597
2022-02-06,64.36951807228915,144.9390756302521,20.63164287883389,24.018306636155604,51.58712686567164
2022-02-13,52.531445783132526,130.0735294117647,19.192225933798966,24.018306636155604,48.23731343283582
2022-02-20,52.531445783132526,133.78991596638653,17.752808988764045,24.018306636155604,47.56735074626866
2022-02-27,46.61240963855422,130.0735294117647,20.63164287883389,25.51945080091533,42.87761194029851
2022-03-06,51.79156626506024,137.5063025210084,20.151837230488916,22.517162471395878,42.87761194029851
2022-03-13,48.83204819277108,139.36449579831933,17.752808988764045,24.018306636155604,44.217537313432835
2022-03-20,48.83204819277108,131.93172268907563,18.712420285453994,23.267734553775743,39.527798507462684
2022-03-27,54.011204819277104,137.5063025210084,18.23261463710902,25.51945080091533,38.857835820895524
2022-04-03,47.352289156626505,131.93172268907563,19.192225933798966,24.018306636155604,40.86772388059701
2022-04-10,44.39277108433735,111.49159663865545,12.954752505314303,19.51487414187643,32.158208955223884
2022-04-17,43.65289156626506,128.21533613445376,15.833586395384149,20.26544622425629,34.16809701492537
2022-04-24,48.09216867469879,135.64810924369746,17.752808988764045,27.771167048054917,39.527798507462684
2022-05-01,49.57192771084337,124.49894957983192,16.793197692074095,25.51945080091533,38.857835820895524
2022-05-08,49.57192771084337,128.21533613445376,17.27300334041907,22.517162471395878,40.19776119402985
2022-05-15,48.09216867469879,137.5063025210084,15.353780747039174,21.766590389016017,38.187873134328356
2022-05-22,43.65289156626506,113.34978991596638,13.434558153659278,21.016018306636152,33.49813432835821
2022-05-29,49.57192771084337,120.78256302521007,16.313392043729124,27.020594965675055,40.19776119402985
2022-06-05,48.83204819277108,111.49159663865545,14.394169450349226,22.517162471395878,36.17798507462687
2022-06-12,45.872530120481926,118.92436974789915,13.914363802004251,23.267734553775743,36.84794776119403
2022-06-19,52.531445783132526,122.640756302521,15.353780747039174,24.768878718535465,37.517910447761196
2022-06-26,51.05168674698795,120.78256302521007,15.353780747039174,28.521739130434778,40.19776119402985
2022-07-03,55.49096385542168,124.49894957983192,16.313392043729124,27.020594965675055,43.547574626865675
2022-07-10,55.49096385542168,120.78256302521007,16.313392043729124,26.27002288329519,48.90727611940299
2022-07-17,48.83204819277108,120.78256302521007,14.394169450349226,24.768878718535465,33.49813432835821
2022-07-24,51.05168674698795,117.06617647058823,13.914363802004251,25.51945080091533,36.84794776119403
2022-07-31,56.230843373493975,120.78256302521007,14.8739750986942,25.51945080091533,35.5080223880597
2022-08-07,51.05168674698795,122.640756302521,15.833586395384149,25.51945080091533,36.84794776119403
2022-08-14,52.531445783132526,126.35714285714285,14.8739750986942,25.51945080091533,34.16809701492537
2022-08-21,51.79156626506024,126.35714285714285,15.833586395384149,26.27002288329519,36.84794776119403
2022-08-28,59.19036144578313,133.78991596638653,16.793197692074095,30.022883295194504,39.527798507462684
2022-09-04,54.7510843373494,128.21533613445376,15.353780747039174,27.771167048054917,39.527798507462684
2022-09-11,52.531445783132526,128.21533613445376,14.8739750986942,23.267734553775743,39.527798507462684
2022-09-18,53.27132530120482,128.21533613445376,14.8739750986942,25.51945080091533,40.19776119402985
2022-09-25,57.710602409638554,126.35714285714285,14.8739750986942,28.521739130434778,39.527798507462684
2022-10-02,51.79156626506024,120.78256302521007,13.434558153659278,23.267734553775743,36.84794776119403
2022-10-09,56.230843373493975,131.93172268907563,15.353780747039174,24.768878718535465,37.517910447761196
2022-10-16,54.011204819277104,131.93172268907563,13.434558153659278,24.768878718535465,37.517910447761196
2022-10-23,56.230843373493975,124.49894957983192,14.8739750986942,25.51945080091533,38.857835820895524
2022-10-30,56.230843373493975,126.35714285714285,13.434558153659278,23.267734553775743,33.49813432835821
2022-11-06,55.49096385542168,130.0735294117647,14.8739750986942,25.51945080091533,38.857835820895524
2022-11-13,54.7510843373494,133.78991596638653,14.394169450349226,22.517162471395878,38.857835820895524
2022-11-20,49.57192771084337,111.49159663865545,12.954752505314303,22.517162471395878,32.828171641791045
2022-11-27,53.27132530120482,115.2079831932773,12.954752505314303,26.27002288329519,34.16809701492537
2022-12-04,48.09216867469879,111.49159663865545,12.474946856969328,23.267734553775743,33.49813432835821
2022-12-11,45.872530120481926,100.3424369747899,11.995141208624355,24.018306636155604,30.818283582089553
2022-12-18,42.17313253012048,78.04411764705881,11.035529911934406,22.517162471395878,25.458582089552237
2022-12-25,34.77433734939759,76.1859243697479,10.555724263589433,20.26544622425629,20.76884328358209
2023-01-01,60.67012048192771,128.21533613445376,16.313392043729124,26.27002288329519,42.20764925373134
2023-01-08,58.45048192771084,139.36449579831933,18.712420285453994,30.77345537757437,48.90727611940299
2023-01-15,65.10939759036144,133.78991596638653,17.752808988764045,30.77345537757437,49.57723880597015
2023-01-22,64.36951807228915,146.79726890756302,16.313392043729124,29.272311212814643,48.23731343283582
2023-01-29,57.710602409638554,135.64810924369746,17.752808988764045,33.025171624713956,46.22742537313433
